nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,etiqueta,fecha,monto,cantidad_personas
"Juana Soria Anaya",28051700,3,juana3336@wass.com,juana4491,bs12oWlDJ,,8644,"Salida con Familia",,2450000,5
"Sr. Gerardo Crespo Sosa",1885325,6,srgecrso@marmol.com,Sr.sosa,VOeQiA9le,,2244,Aniversario,,792000,6
"Martín Orosco Valadez",3218873,7,,Martínvaladez,ju6E3xlBv,,5413,"Cena de Trabajo",,249000,3
"Ángela Prado Caldera",19800967,9,,ángela8524,3yt07eeUeS39p,,534,Aniversario,,426000,3
"Cristian Montero Cerda",22331770,7,crmoce@outluc.com,Cristiancerda,F5FabHub,,7883,Aniversario,,190000,5
"Diana Valdés Lucero",13030490,7,diana7475@viajesanma.com,diana3276,KoEGgmdMt7IHenQf,,5231,Vacaciones,,483000,7
"Rosario Rojo Alcaraz",8769821,1,Rosarioalcaraz@outluc.com,roroal,fFByJFFIHrsk42Q,,3076,"Salida con Amigos",,549000,9
"Josefina Zamora Valdez",15498801,7,,josefina9024,0z5BH3FSNcquGLf,,2926,Aniversario,,1410000,10
"Alejandro Olivo Luna",2504646,3,Alejandroluna@marmol.com,Alejandroluna,vzZBGrWMXKp40Dlb,,1780,"Cena de Trabajo",,256000,8
"Lourdes Marroquín Pabón",13292907,6,,Lourdespabón,2755gG30uYObGo5,,3455,Aniversario,,1024000,8
"José María Negrón Tapia",1744189,2,,jomaneta,TEwOYH36fxqT,,267,"Salida con Amigos",,540000,6
"Pablo Carmona Jaimes",13357303,8,pacaja@viajesanma.com,pablo7525,UbvtH6kV,,6837,Aniversario,,1600000,4
"Luz Niño Alarcón",2295703,1,luz7328@tourket.com,lunial,cs4Rp6OyhiOpSLV5,,775,"Cena de Trabajo",,2130000,6
"Sta. Benito Longoria Valencia",27787642,6,sta.3108@edubus.cal,sta.1938,4QlKSPmKEg3fh,,1213,Vacaciones,,3312000,9
"Marcela Chávez Limón",16668741,1,,marcela884,xvCOOtcU9tDwIbv,,2309,"Salida con Amigos",,2330000,10
"Julia León Osorio",13093456,0,,julia6161,4DDKErql4egvkFN,,9800,"Cena de Trabajo",,1986000,6
"Sr. Claudio Sarabia Madrigal",7778407,1,,srclsama,WiZ5SuEOe7zCWcRy,,3304,Aniversario,,856000,8
"Amalia Limón Tijerina",17090064,2,amliti@wass.com,amalia2628,BTc7ITIv,,4479,"Cena de Trabajo",,2100000,10
"Diego Galindo Collado",9286479,0,digaco@tourket.com,digaco,IHwClUY58n21Hb,,8971,"Salida con Familia",,303000,3
"Irene Gonzales Munguía",27902277,7,irgomu@wass.com,Irenemunguía,2ZTQ32Zwg,,8937,Vacaciones,,185000,1
"Martín Orosco Valadez",3218873,7,,Martínvaladez,ju6E3xlBv,,5413,"Cena de Trabajo",,780000,5
"Juan Blanco Corrales",13413893,9,Juancorrales@edubus.cal,juan5023,FHo1ptOQOBI,,9634,Vacaciones,,774000,6
"Eduardo Carrion Tórrez",24109204,6,,edcató,eT01HNtJfNWGi,,7786,"Cena de Trabajo",,1026000,9
"Sta. Germán Amaya Gallardo",21807042,6,,Sta.gallardo,dMFnz5fJV,,7524,"Cena de Trabajo",,1312000,8
"Cristobal Palacios Cintrón",17452634,6,cristobal4217@outluc.com,cristobal3025,Hs8RxnLDNp,,8416,Vacaciones,,1143000,3
"Sra. Pedro Muñiz Morales",21277566,5,Sra.morales@edubus.cal,srpemumo,qLP3JUqkBRF4p6i,,6225,Vacaciones,,1120000,7
"Jesús Quintero Roybal",1413114,0,,Jesúsroybal,P66i2xoRlG,,2384,"Cena de Trabajo",,197000,1
"Conchita Tejeda Raya",791994,8,conchita2865@tourket.com,cotera,eF1VLFLHekQQh,,1636,"Salida con Familia",,1161000,9
"Gerardo Treviño Lucio",25315944,8,getrlu@tourket.com,getrlu,ECq7zPPuW,,7397,Vacaciones,,792000,8
"Elena Rocha Carrasquillo",12709690,2,elena3446@tourket.com,Elenacarrasquillo,7opRvgbUG,,6925,"Salida con Familia",,980000,10
"Sr. Octavio Godínez Irizarry",12370111,9,Sr.irizarry@viajesanma.com,Sr.irizarry,qH7qTzBb,,3903,Vacaciones,,635000,5
"Gloria Montez Figueroa",26481552,5,,glmofi,Joi1KeAwCU24J,,3347,Aniversario,,1755000,9
"Enrique Casares Tejada",12221764,7,encate@edubus.cal,encate,jd8JBXSl5b3U0co,,9881,Vacaciones,,1629000,9
"María Luisa Castro Hernández",28199035,7,malucahe@outluc.com,maría1606,HPINc7HeaQqpzV1,,9071,"Salida con Amigos",,465000,5
"Rosario Ortiz Loera",9349144,0,roorlo@wass.com,roorlo,E3Wn1GJq,,2660,"Salida con Amigos",,870000,5
"Federico Palomo Montez",3835833,2,federico4906@marmol.com,federico5830,Pg6xbLc1oR6k,,6876,Vacaciones,,1330000,10
"Anita Flórez Otero",18277020,5,anflot@wass.com,Anitaotero,281SXY73Mmq,,546,Vacaciones,,1020000,4
"Daniela Carreón Cervántez",24151748,9,,daniela8828,yON9ur61,,8066,"Salida con Familia",,1086000,3
"Alfredo Saldaña Meraz",18828545,7,Alfredomeraz@wass.com,Alfredomeraz,J6M0kMq4n,,9935,Vacaciones,,126000,2
"Teresa Casanova Bustos",8397218,1,teresa7737@outluc.com,Teresabustos,7ZisMPlrSd488,,323,Vacaciones,,295000,1
"Adela Linares Zamora",3745752,3,adela5334@wass.com,adela385,Qf6crXcLR,,5717,"Cena de Trabajo",,1500000,6
"Adela Linares Zamora",3745752,3,,adela385,Qf6crXcLR,,5717,"Cena de Trabajo",,620000,4
"Jerónimo Archuleta Araña",4811872,0,,Jerónimoaraña,GBFxx69jXfF3g8,,1818,"Cena de Trabajo",,570000,3
"Juan Blanco Corrales",13413893,9,Juancorrales@edubus.cal,juan5023,FHo1ptOQOBI,,9634,"Salida con Amigos",,1920000,6
"Sta. Juan Zamora Nájera",13913752,3,,stjuzaná,UpCFL816jUoTb,,8680,"Salida con Amigos",,204000,4
"Horacio Orellana Limón",23485244,2,,hoorli,6hWvxS6d5aJCpH2,,9886,"Cena de Trabajo",,1500000,6
"Débora Jasso Viera",11724791,0,,débora5815,UrV78sAfEmG,,5637,Vacaciones,,1098000,6
"Ramón Leyva Vásquez",11206179,7,,ralevá,f9ebAm7Fj0fOeGI,,5685,Aniversario,,264000,3
"Andrea Gallardo Portillo",18524960,3,Andreaportillo@outluc.com,angapo,tJwkllfH5,,6817,"Cena de Trabajo",,1128000,6
"Rafael Limón Luna",14974108,9,ralilu@wass.com,ralilu,HKVCTOxnqucC8K24,,3767,"Cena de Trabajo",,1435000,7
"Alfredo Saldaña Meraz",18828545,7,Alfredomeraz@wass.com,Alfredomeraz,J6M0kMq4n,,9935,"Salida con Amigos",,94000,1
"Sr. Guillermo Serrato Ferrer",4462493,1,sr.9710@wass.com,srgusefe,8FStNzv9utJSoT,,4998,"Salida con Amigos",,1799000,7
"Ernesto Galván Alcántar",10278700,5,,ergaal,0aaaT9hjd,,2318,Vacaciones,,1638000,9
"Gonzalo Alvarado Montañez",21371373,6,,gonzalo8596,pxWW5JCspzQx,,3246,Aniversario,,1910000,5
"Horacio Bernal Jasso",2754374,0,horacio6773@outluc.com,Horaciojasso,QozhDC7D,,226,"Salida con Familia",,208000,2
"Conchita Vásquez Flórez",5543398,4,,cováfl,CEgHT0Jm,,8056,Aniversario,,1864000,8
"Yolanda Serrato Pérez",24562093,4,yolanda2149@outluc.com,yosepé,ZP5sJYbwG,,8069,"Salida con Amigos",,294000,2
"Carolina Madrid Salcido",6166662,1,Carolinasalcido@wass.com,camasa,ROM7fMjGzHME,,8225,"Salida con Amigos",,212000,2
"Eva Trujillo Cerda",26860883,4,Evacerda@wass.com,evtrce,YNi2hu4Th,,2379,"Cena de Trabajo",,600000,4
"Clemente Barrientos Jiménez",9737806,1,,Clementejiménez,ssOZ5Kcc,,3295,Vacaciones,,292000,4
"Mayte Rosario Chacón",28984308,6,maroch@wass.com,Maytechacón,L0186sgxBhRZXSzW,,1799,"Cena de Trabajo",,352000,1
"Ramona Macías Mejía",7412576,0,ramona2098@tourket.com,Ramonamejía,EcE6QE3L,,9282,"Salida con Familia",,1148000,7
"Sra. Clara Bonilla Negrete",26536593,0,,srclbone,dMIEYry9CLgiCq,,8660,"Cena de Trabajo",,648000,6
"Eva Romero Maya",12000191,4,Evamaya@edubus.cal,eva7413,NVKSRi6YR3,,9309,"Salida con Amigos",,211000,1
"Sra. Clara Bonilla Negrete",26536593,0,sra.3471@wass.com,srclbone,dMIEYry9CLgiCq,,8660,"Cena de Trabajo",,756000,4
"Rosario Menéndez Gallardo",17238838,8,romega@tourket.com,Rosariogallardo,6BJ90QMeLsc0lP5l,,5501,Vacaciones,,252000,3
"Sra. Concepción Arenas Adame",17033910,0,,sra.5786,FOmTUbMF6,,673,Aniversario,,546000,3
"Sonia Aragón Pagan",21597357,3,,sonia5838,KebSb8Zqcg1xT,,6918,Vacaciones,,3320000,8
"Sr. Reina Ballesteros Riojas",967930,8,,srrebari,WVyZ6I3rrI2uqzb,,1926,"Salida con Familia",,1002000,6
"Felipe Riojas Flórez",20360848,9,felipe4943@edubus.cal,ferifl,4Y5K1sU1ML2,,8619,"Cena de Trabajo",,1856000,4
"Armando Colunga Barragán",27907444,0,armando4318@viajesanma.com,armando8883,Yd8IwO87,,7480,Vacaciones,,534000,6
"Sta. Inés Medrano Vera",22369008,4,sta.7290@wass.com,sta.9493,AtRES12X,,1199,"Cena de Trabajo",,360000,1
"Sra. Clara Bonilla Negrete",26536593,0,,srclbone,dMIEYry9CLgiCq,,8660,Aniversario,,660000,2
"Homero Cantú Díaz",4989387,6,,homero6529,GoRXLppK1UU0,,6341,"Cena de Trabajo",,450000,5
"Daniel Marín Ríos",14665329,4,,damarí,mNY0uB5S3v,,8804,"Salida con Amigos",,112000,2
"Sta. Germán Amaya Gallardo",21807042,6,,Sta.gallardo,dMFnz5fJV,,7524,"Salida con Amigos",,610000,5
"Leonor Páez Sedillo",20267112,8,,Leonorsedillo,g8G2SbR02dYZJ41t,,7447,Aniversario,,770000,10
"Sta. José Eduardo Barela Guevara",28260750,6,,sta.4091,yDtLJkxcKWO6sZ,,2138,Aniversario,,1374000,3
"Ramona Brito Flores",9717094,0,rabrfl@viajesanma.com,rabrfl,mtM5QirMAj,,5577,Aniversario,,670000,5
"Estela Fuentes Moreno",484092,5,,Estelamoreno,av7N2cMCBES,,8878,Aniversario,,1967000,7
"Silvia Ontiveros Jurado",8478209,2,,Silviajurado,R89Whqh1aYAJ,,4914,Aniversario,,984000,8
"María Soledad Corrales Delrío",8695444,3,,Maríadelrío,qE02aeqfKC,,1232,"Salida con Familia",,511000,7
"María Elena Sisneros Varela",10620908,1,,maría6876,3kBHcmU5PgIR6,,1697,Vacaciones,,273000,7
"Lola Rolón Ceja",21431126,7,,loroce,A737BhaYbwUTv,,7874,Vacaciones,,965000,5
"María Elena Medina Porras",22509892,1,,Maríaporras,R0ZXGaoTRU,,4881,"Salida con Amigos",,816000,8
"Sr. Juan Saucedo Barrios",15142449,0,sr.5257@viajesanma.com,Sr.barrios,LtOPivG0W0N1O,,3578,"Salida con Familia",,3033000,9
"Carmen Perea Morales",3175698,7,Carmenmorales@outluc.com,Carmenmorales,5YdkJu26eVgL,,643,"Salida con Amigos",,306000,6
"Gregorio Guerrero Campos",12418121,6,,gregorio5753,OsDKfV4v,,463,"Salida con Amigos",,1956000,4
"Caridad Caldera Merino",1503912,4,cacame@outluc.com,Caridadmerino,r1aBQ7Yo47x,,2394,"Cena de Trabajo",,963000,3
"Luisa Moreno Delapaz",11061276,1,,luisa5576,9noKhT03V7w,,4485,"Salida con Amigos",,357000,3
"Jerónimo Mateo Montoya",14140375,3,,jerónimo9322,YpcWNtStyQ5Xn0,,4822,Vacaciones,,316000,1
"Sonia Rivera Aparicio",634100,4,,sonia6761,hVd3lDTFes,,9570,"Salida con Familia",,1710000,6
"César Ríos Montañez",18417533,9,,césar4359,e513C5yJB,,362,"Salida con Familia",,70000,2
"Rocio Nieves Cano",10866277,8,Rociocano@outluc.com,ronica,sr5MEQbgP4rdb,,4242,Aniversario,,368000,2
"Elisa Lara Bahena",5514265,3,,ellaba,wV4eHbcOXp5F1,,8055,Aniversario,,1468000,4
"Sta. Virginia Moreno Irizarry",20814171,6,,sta.9927,FECcYF8h11,,6909,"Salida con Amigos",,1940000,10
"Rosario Menéndez Gallardo",17238838,8,romega@tourket.com,Rosariogallardo,6BJ90QMeLsc0lP5l,,5501,"Salida con Familia",,140000,4
"Virginia Salinas Barraza",12396043,2,Virginiabarraza@outluc.com,virginia7677,bDHZ1bjezpRskJt,,249,"Salida con Familia",,312000,3
"Sta. Ángela Robledo Otero",16475131,7,sta.7409@viajesanma.com,stánroot,VZs1FL8C,,3444,"Cena de Trabajo",,816000,4
"Sta. Guadalupe Soto Carrion",8262864,9,Sta.carrion@wass.com,Sta.carrion,IDmghJ0nluXF5nJc,,219,Aniversario,,908000,4
"Juana Salazar Matos",11015931,5,,juana4550,KcwfvAyPrD4,,440,Vacaciones,,2712000,8
"Germán Zúñiga Menchaca",19471583,8,,Germánmenchaca,XtZQ1JsqMQQ,,2766,Aniversario,,64000,2
"José Grijalva Salcedo",19265726,1,jogrsa@wass.com,jogrsa,FsTTd9dtKbaOl,,6189,"Salida con Familia",,1233000,9
"Reina Orosco Hernandes",7847898,5,,reina273,8fN949KIMay,,471,Aniversario,,3735000,9
"Sra. Josefina Murillo Porras",6649007,6,sra.9799@viajesanma.com,sra.5897,1oc3yLkc0Td,,6085,"Salida con Familia",,608000,4
"Sra. Raúl Manzanares Abrego",14568905,8,,sra.1766,TjdDkjqecr8J6,,1411,Aniversario,,1014000,6
"Juana Salazar Matos",11015931,5,,juana4550,KcwfvAyPrD4,,440,Vacaciones,,684000,4
"Sta. María Soledad Robledo Velasco",6153154,8,,Sta.velasco,NRv2nN6VDsA5yAMs,,2737,"Cena de Trabajo",,372000,3
"Rosa Cardona Loya",29725884,2,rocalo@edubus.cal,Rosaloya,Nn857ZreP,,7927,"Salida con Familia",,567000,7
"Sra. Jacobo Zepeda Murillo",5196571,0,srjazemu@viajesanma.com,Sra.murillo,e17WbIkhvI8JSyiY,,420,"Cena de Trabajo",,2440000,5
"Sra. Reina Rentería Rodríquez",8452352,6,sra.8598@outluc.com,sra.2130,Zuv2P1inwZ2,,1410,"Salida con Familia",,1676000,4
"Rosa Cardona Loya",29725884,2,rocalo@edubus.cal,Rosaloya,Nn857ZreP,,7927,"Salida con Familia",,105000,1
"Ángela Prado Caldera",19800967,9,,ángela8524,3yt07eeUeS39p,,534,Aniversario,,472000,8
"Diana Rico Cabán",14449000,2,,Dianacabán,921FpOAClwEB,,2430,"Salida con Amigos",,602000,7
"David Ballesteros Rico",11027777,6,dabari@marmol.com,david9160,K19US5s50hRciqy,,8718,Aniversario,,462000,6
"Sr. Marcos Salinas Alicea",10168737,6,,sr.3144,jpd7FvGYN8,,3016,Aniversario,,294000,3
"Gabriela Collazo Arias",6027637,4,gabriela4470@wass.com,Gabrielaarias,7gsYP9e3y84Knz,,5571,"Cena de Trabajo",,1106000,7
"Sra. Carolina Carrillo Chacón",7507017,9,sra.7321@viajesanma.com,srcacach,t8Szl84vgWlRY,,7244,"Cena de Trabajo",,2260000,10
"Sta. Cristina Calvillo Candelaria",28280747,5,stcrcaca@tourket.com,stcrcaca,iM1KDlS6mWPL,,498,"Salida con Familia",,1980000,10
"Carlos Perales Benavídez",6538273,3,,capebe,PU2OMpts0d2kDiZ,,9187,"Salida con Amigos",,415000,5
"Alfredo Saldaña Meraz",18828545,7,Alfredomeraz@wass.com,Alfredomeraz,J6M0kMq4n,,9935,Vacaciones,,828000,6
"Antonia Zelaya Zarate",18187782,0,anzeza@outluc.com,anzeza,4Az3YDwP,,8270,"Salida con Amigos",,368000,2
"Sara Serrano Correa",1886727,3,saseco@outluc.com,Saracorrea,taf9XU88H,,4206,Vacaciones,,30000,2
"Diego Urrutia Escobedo",25735627,2,,Diegoescobedo,eTmdLZHQRm6,,2998,"Cena de Trabajo",,442000,2
"Rubén Ornelas Loera",23042234,6,,ruorlo,2l1FWS0El2Xs,,6071,Vacaciones,,304000,2
"Patricio Olivas Gastélum",7639632,9,paolga@wass.com,patricio6434,gR8vhjXsq21NszzC,,4364,Vacaciones,,405000,5
"Sra. Raúl Manzanares Abrego",14568905,8,sra.7509@outluc.com,sra.1766,TjdDkjqecr8J6,,1411,"Cena de Trabajo",,185000,5
"Jerónimo Archuleta Araña",4811872,0,,Jerónimoaraña,GBFxx69jXfF3g8,,1818,"Salida con Familia",,670000,5
"Sta. Timoteo Acevedo Suárez",11676934,4,sttiacsu@edubus.cal,sttiacsu,BhfZYbFvj4,,1921,"Salida con Amigos",,320000,2
"Raquel González Pizarro",19049201,0,Raquelpizarro@wass.com,ragopi,CaziZh1CLZCOHM1R,,6495,"Salida con Familia",,592000,4
"María Luisa Castro Hernández",28199035,7,malucahe@outluc.com,maría1606,HPINc7HeaQqpzV1,,9071,Aniversario,,1745000,5
"Germán Haro Olvera",20304482,8,,Germánolvera,VU0na1S5oc,,2632,"Salida con Familia",,2170000,5
"Ana Luisa Alvarez Cervántez",21401441,6,ana3435@marmol.com,ana9460,YBtlqWVJk0IwqZ8,,1900,Vacaciones,,205000,1
"María Elena García Rincón",5134056,6,maelgari@viajesanma.com,maelgari,TbufX4XQI,,3686,"Salida con Amigos",,90000,1
"Tomás Otero Vázquez",3590779,3,,tomás436,M9dWNP4i8s5U0O,,2551,Aniversario,,1425000,5
"Graciela Zamora García",27178741,3,,grzaga,CB82PeQ7J0aJ,,5729,Vacaciones,,1557000,9
"Alfredo Garza Huerta",24389100,0,,algahu,Wgha1w51sg,,9453,Aniversario,,470000,2
"Luz Niño Alarcón",2295703,1,luz7328@tourket.com,lunial,cs4Rp6OyhiOpSLV5,,775,"Cena de Trabajo",,460000,2
"Sr. Gerardo Crespo Sosa",1885325,6,,Sr.sosa,VOeQiA9le,,2244,Vacaciones,,1296000,8
"Sta. Cristina Calvillo Candelaria",28280747,5,stcrcaca@tourket.com,stcrcaca,iM1KDlS6mWPL,,498,"Cena de Trabajo",,2900000,10
"Sofia Crespo Gil",19580103,7,sofia6181@marmol.com,Sofiagil,pbNLLFxB2Xkb,,7250,"Salida con Amigos",,2610000,10
"Ana María Delao Robledo",29895027,8,ana3284@viajesanma.com,anmadero,0ZJ21bZ8Zaw67zis,,7047,Vacaciones,,878000,2
"Ramiro Contreras Partida",13240320,1,Ramiropartida@viajesanma.com,Ramiropartida,I28pWe2pE,,4720,Aniversario,,1175000,5
"Carolina Madrid Salcido",6166662,1,Carolinasalcido@wass.com,camasa,ROM7fMjGzHME,,8225,"Salida con Amigos",,390000,10
"Eloisa Cano Griego",21121205,5,Eloisagriego@outluc.com,Eloisagriego,ZvE1cvyT3GIEQy,,7969,Vacaciones,,4347000,9
"Sta. Elsa Cavazos Marrero",29126616,9,,stelcama,jKJixxmo1OJr0,,2001,Aniversario,,384000,2
"Germán Haro Olvera",20304482,8,,Germánolvera,VU0na1S5oc,,2632,Aniversario,,880000,5
"Sr. Mateo Peralta Santana",25232520,4,srmapesa@wass.com,srmapesa,K8DatLxTmAk,,9800,"Salida con Familia",,1920000,10
"Sr. Mateo Peralta Santana",25232520,4,srmapesa@wass.com,srmapesa,K8DatLxTmAk,,9800,"Salida con Amigos",,270000,5
"Javier Quintanilla Escobar",12192640,7,jaques@outluc.com,jaques,vaENqu21LC,,591,Aniversario,,300000,4
"Julio Aragón Rael",21916619,2,juarra@outluc.com,Juliorael,93MKcinEshbekK3,,335,"Cena de Trabajo",,1430000,10
"Sta. Gerardo Flores Robles",8577826,9,,sta.4873,w3jbHXC9Bl5SNMWX,,1594,"Cena de Trabajo",,346000,2
"Sofia Crespo Gil",19580103,7,sofia6181@marmol.com,Sofiagil,pbNLLFxB2Xkb,,7250,Aniversario,,380000,2
"Sr. Víctor Garrido Rodarte",4422973,0,Sr.rodarte@tourket.com,Sr.rodarte,74C9MAzMZ37G7RG,,7712,Vacaciones,,288000,3
"Ana María Delao Robledo",29895027,8,,anmadero,0ZJ21bZ8Zaw67zis,,7047,"Salida con Familia",,287000,1
"Reina Zúñiga Ybarra",21753950,1,,rezúyb,BK3VSlwMx9Gas2,,8172,Aniversario,,1162000,7
"Josefina Zamora Valdez",15498801,7,josefina9036@edubus.cal,josefina9024,0z5BH3FSNcquGLf,,2926,Vacaciones,,354000,6
"Marta Rivero Reséndez",15321666,5,,marta9104,f5ZD8jU8,,3395,"Cena de Trabajo",,353000,1
"Sra. Carolina Carrillo Chacón",7507017,9,sra.7321@viajesanma.com,srcacach,t8Szl84vgWlRY,,7244,Vacaciones,,1575000,9
"Joaquín Mojica Villanueva",13850585,5,,Joaquínvillanueva,coiPS8XdFyKM66,,2871,"Salida con Familia",,543000,3
"Eva Bahena de Anda",21105958,3,eva9639@edubus.cal,eva401,QZ0zFzpFi2P9sy,,5802,"Salida con Familia",,660000,6
"Julio Muro Gurule",26976492,9,julio5116@viajesanma.com,Juliogurule,4ANMuCYsi,,4672,Vacaciones,,594000,9
"Margarita Alcala Ochoa",25810166,9,,Margaritaochoa,qgaN28iu564Gx,,2918,"Salida con Familia",,2484000,9
"Roberto Espinosa Vaca",9692598,0,roesva@wass.com,Robertovaca,K33R6PDZ93n,,2920,"Salida con Familia",,352000,2
"Sta. Carmen Laureano Valencia",12052431,3,sta.2662@edubus.cal,Sta.valencia,k34YxDnmTfP,,7247,"Salida con Amigos",,620000,5
"Sta. Daniela Zambrano Amador",1384200,0,sta.7229@tourket.com,Sta.amador,8vTpvSj9TS8,,3901,Aniversario,,1557000,9
"Marcela Armijo Valadez",25695531,8,maarva@marmol.com,maarva,QrguPakRg2iQGH,,9009,Vacaciones,,109000,1
"Sr. José Eduardo Palomo Carrasco",20569782,9,srjoedpaca@marmol.com,Sr.carrasco,9r4Zmi7RN,,598,Vacaciones,,342000,3
"Sra. Norma Ríos Murillo",2201270,3,,sra.4368,kroUGR7fXtiT7,,7976,"Salida con Familia",,960000,4
"Sr. José Eduardo Palomo Carrasco",20569782,9,srjoedpaca@marmol.com,Sr.carrasco,9r4Zmi7RN,,598,"Salida con Amigos",,3276000,9
"Rubén Villareal Vigil",11307086,2,,ruvivi,4MCv8ogSbrt,,4372,Aniversario,,1064000,7
"Mario Ulibarri Morales",5765873,8,,Mariomorales,NsBvlD6S,,9345,"Cena de Trabajo",,1764000,4
"Jorge Velásquez Sisneros",26113017,3,jorge8774@wass.com,jovesi,mLwQPTeC30,,4232,"Cena de Trabajo",,2475000,9
"Miguel Ángel Ocasio Farías",18580176,4,miguel4863@wass.com,miguel325,F83Vk2plYXj,,9436,"Cena de Trabajo",,890000,10
"Gustavo Arriaga Valladares",18876373,1,guarva@outluc.com,Gustavovalladares,lWdrVx7k2j,,3052,Vacaciones,,836000,4
"Vicente Pineda Delao",16808685,7,,vicente2983,dKI1R3DdR2,,9429,"Salida con Amigos",,25000,1
"José Eduardo Huerta Farías",24999620,3,,joedhufa,mA82BlyMaOY5rI3e,,6558,Vacaciones,,626000,2
"Emilio Cervántez Fernández",7139778,5,emcefe@wass.com,emcefe,lNon4zJ3,,5140,Aniversario,,1281000,7
"Sra. Isabela Cabán Ávila",10860760,2,,sriscaáv,VHrZ6R81c,,2111,Vacaciones,,462000,3
"David Lira Ulloa",18215270,6,,Davidulloa,3lk4ts8dS8IHn,,7811,Vacaciones,,1056000,8
"Sra. Mariana Patiño Palacios",18039379,0,srmapapa@outluc.com,sra.2795,cI1v9kIPGWt5fq,,6386,Aniversario,,66000,2
"Rubén Ornelas Loera",23042234,6,,ruorlo,2l1FWS0El2Xs,,6071,"Cena de Trabajo",,3000000,10
"Horacio Orellana Limón",23485244,2,,hoorli,6hWvxS6d5aJCpH2,,9886,"Cena de Trabajo",,870000,5
"Rodrigo Henríquez Camacho",1610966,5,Rodrigocamacho@viajesanma.com,rodrigo6918,iJU6G1yxCJLG,,6901,Aniversario,,892000,4
"Gilberto Esparza Morales",4224655,7,,giesmo,lyG8k43NLuIbm,,9792,"Salida con Amigos",,338000,2
"Luz Montemayor Estrada",9657447,9,lumoes@wass.com,Luzestrada,PYwvOQksN1r3a,,9964,Aniversario,,336000,6
"Gonzalo Alvarado Montañez",21371373,6,goalmo@edubus.cal,gonzalo8596,pxWW5JCspzQx,,3246,"Cena de Trabajo",,1475000,5
"Jorge Luis Martínez Perales",21239430,0,Jorgeperales@outluc.com,jolumape,fXSUVD4wlC0HY,,2102,Aniversario,,2541000,7
"Luis Flores Montes",5874928,1,Luismontes@marmol.com,Luismontes,vgZ8UO4IU8kpYfHO,,8729,"Cena de Trabajo",,462000,7
"Rodrigo Henríquez Camacho",1610966,5,Rodrigocamacho@viajesanma.com,rodrigo6918,iJU6G1yxCJLG,,6901,Aniversario,,266000,2
"Antonia Camacho Olvera",11466011,6,Antoniaolvera@outluc.com,Antoniaolvera,8SRlqeZPdHNV,,7301,"Salida con Amigos",,1645000,7
"Eva Uribe Segura",4049460,0,evurse@edubus.cal,Evasegura,dzpLHV53v,,5069,"Cena de Trabajo",,516000,3
"Homero Maldonado Ureña",25095928,1,,homaur,fqtVIZ99Bd59StL,,4819,Aniversario,,217000,7
"Carolina Madrid Salcido",6166662,1,Carolinasalcido@wass.com,camasa,ROM7fMjGzHME,,8225,"Cena de Trabajo",,500000,4
"Margarita Polanco Moya",8687703,1,Margaritamoya@viajesanma.com,Margaritamoya,OCrV9EaYRtLg6XMs,,1984,"Salida con Amigos",,95000,1
"Sta. Dolores Merino Ureña",13953199,0,,stdomeur,B2wfpo2lP9q6M4Hi,,5299,Vacaciones,,1008000,6
"Débora Jasso Viera",11724791,0,,débora5815,UrV78sAfEmG,,5637,Aniversario,,332000,4
"Julio César Covarrubias Raya",15217546,9,,julio4517,LH70eiIvKrF6A,,1237,Aniversario,,220000,4
"Jesús Quintero Roybal",1413114,0,,Jesúsroybal,P66i2xoRlG,,2384,"Cena de Trabajo",,1070000,5
"Guillermo Regalado Loera",24755473,4,gurelo@outluc.com,gurelo,G0qWaaGllk8i,,2421,"Salida con Familia",,1890000,10
"Arturo Maldonado Naranjo",13199997,6,Arturonaranjo@viajesanma.com,armana,5tbWd1W3m,,7747,"Cena de Trabajo",,1308000,3
"Sta. Benito Longoria Valencia",27787642,6,sta.3108@edubus.cal,sta.1938,4QlKSPmKEg3fh,,1213,Vacaciones,,1850000,5
"Sta. Dolores Merino Ureña",13953199,0,,stdomeur,B2wfpo2lP9q6M4Hi,,5299,Aniversario,,2169000,9
"Sr. Gerardo Crespo Sosa",1885325,6,,Sr.sosa,VOeQiA9le,,2244,"Cena de Trabajo",,22000,1
"Octavio Concepción Oquendo",1174668,3,,occooq,4ado4WxFJyl9,,6632,"Salida con Familia",,518000,7
"Manuela Amaya Mejía",14262533,4,maamme@wass.com,Manuelamejía,AK6Icv5GD,,1274,"Salida con Amigos",,330000,2
"Julio Delafuente Arteaga",26142737,0,Julioarteaga@tourket.com,Julioarteaga,y2GphNWLvQZ9PEA,,4616,"Salida con Familia",,112000,1
"María Cristina Toledo Ramón",1768474,4,,Maríaramón,9tuhunHhJg0ZjM6A,,9354,"Salida con Amigos",,1062000,9
"Cecilia Valenzuela Orta",19141910,3,cevaor@tourket.com,Ceciliaorta,gBO3KC3zKY,,2830,"Cena de Trabajo",,2682000,9
"Diego Galindo Collado",9286479,0,digaco@tourket.com,digaco,IHwClUY58n21Hb,,8971,"Salida con Familia",,775000,5
"César Ríos Montañez",18417533,9,,césar4359,e513C5yJB,,362,Aniversario,,750000,6
"Francisco Montalvo Montenegro",26202071,1,frmomo@edubus.cal,Franciscomontenegro,SzCRglxBL5,,9234,"Salida con Familia",,1548000,4
