nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,jornada,isapre,contrato,codigo_reserva,codigo_agenda,fecha,monto,cantidad_personas,estado_disponibilidad,numero_viaje,lugar_origen,lugar_llegada,fecha_salida,fecha_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,tipo_de_bus,comodidades,escalas,clase,paradas
Daniel Gollum Quintana,18423394,0,dagoqu@viajes.cl,daniel8056,L16jiCjc54C,\+56 2 3947 1229,Nocturno,Más vida,Part time,502733,56932,2025-01-09,488000,8,No disponible,84226,Manresa,Barcelona,2025-08-04,2025-08-05,4,1850,61000,Ryanair,,{},"{Bilbao,Manresa}",Clase ejecutiva,{}
José María Linares Villalobos,8294376,5,josé9043@viajes.cl,Josévillalobos,pIPSkL0H1,\+56 2 9006 6549,Diurno,Colmena,Full time,502739,56932,2025-05-08,1160000,8,No disponible,81711,Barcelona,Barcelona,2025-08-10,2025-08-10,69,159,145000,Frontier Airlines,,{},{},Clase económica,{}
Claudia Alba Maya,6365739,5,Claudiamaya@viajes.cl,claudia406,dJ05zirZLcQ9Z69,\+56 2 2913 9723,Nocturno,Consalud,Part time,502817,57160,2025-12-13,905000,5,No disponible,24543,Benidorm,Majadahonda,2026-01-24,2026-01-25,38,1759,181000,Japan Airlines,,{},{Segovia},Clase ejecutiva,{}
Sra. Armando Montenegro Munguía,24018939,9,Sra.munguía@viajes.cl,srarmomu,wyxiUMmxA62M,\+56 9 9383 4253,Nocturno,Colmena,Full time,502740,57233,2026-01-20,93000,1,No disponible,38927,Albacete,Marbella,2026-08-11,2026-08-12,24,2196,93000,SNCB (Bélgica),,"{Agua,Baño,Calefacción,Comida,""Aire acondicionado""}",{},,"{Lérida,Jaén,Almería}"
Sancho Nava Dávila,5195049,6,Sanchodávila@viajes.cl,sanadá,3ZfX4MjYao,\+56 9 0876 2073,Nocturno,Banmédica,Part time,502741,57233,2025-02-17,354000,1,No disponible,17432,Marbella,Badalona,2026-08-12,2026-08-14,3,3174,354000,Deutsche Bahn (DB),,"{Wifi,""Aire acondicionado"",Agua,Calefacción,TV,Comida}",{},,"{Arrecife,Lugo,Palencia}"
Sra. Carmen Tórrez Hernández,25890391,9,Sra.hernández@viajes.cl,sra.3251,l2i14J2VyYLbRD,\+56 2 1660 3006,Nocturno,Más vida,Part time,502742,56469,2025-02-28,744000,4,No disponible,58526,Toledo,Getafe,2025-06-21,2025-06-21,87,228,186000,Frontier Airlines,,{},{},Clase económica,{}
Sra. Ramona Mascareñas Briseño,12269472,0,sra.6126@viajes.cl,srramabr,Fdhzd2oFL,\+56 9 7511 3092,Diurno,Consalud,Full time,502743,56469,2025-03-14,460000,4,No disponible,67445,Getafe,San Fernando,2025-06-21,2025-06-22,94,2030,115000,Air France,,{},{Elche},Clase ejecutiva,{}
Mariana Rivas Muro,12346156,8,Marianamuro@viajes.cl,marimu,CpnIofE2Ne,\+56 9 2600 5062,Diurno,Consalud,Full time,502750,56469,2025-02-25,792000,4,No disponible,45387,San Fernando,Cádiz,2025-06-28,2025-06-29,46,2334,198000,WestJet,,{},"{""Chiclana de la Frontera""}",Primera clase,{}
Rebeca Báez Ordóñez,20154937,0,Rebecaordóñez@viajes.cl,rebáor,Z9d2S5prTSY,\+56 2 4138 0853,Diurno,Consalud,Part time,502751,56475,2025-08-28,200000,2,No disponible,93248,Pozuelo de Alarcón,Palencia,2025-10-10,2025-10-11,53,1537,100000,WestJet,,{},"{Gerona,Zaragoza}",Clase económica,{}
Jorge Luis Nieves Gracia,19597655,4,jolunigr@viajes.cl,jolunigr,nFFfv800Km,\+56 9 1081 5971,Diurno,Más vida,Part time,502757,56475,2025-02-19,112000,2,No disponible,25503,Palencia,Getafe,2025-10-16,2025-10-16,13,860,56000,American Airlines,,{},{},Clase económica,{}
Rubén Girón Zayas,22421940,7,Rubénzayas@viajes.cl,rubén9941,LNa3kl0zjWkY,\+56 9 3572 1118,Nocturno,Fonasa,Full time,502758,56211,2025-12-13,420000,6,No disponible,99881,Huelva,San Fernando,2026-05-23,2026-05-25,43,3036,70000,Buses Nilahue,Cama,"{Comida,Calefacción,""Asientos reclinables""}",{},,{}
Miguel Prieto Urrutia,29867808,0,Miguelurrutia@viajes.cl,Miguelurrutia,Dr82KCcc7cD3,\+56 2 4302 2647,Diurno,Banmédica,Full time,502765,56905,2025-08-02,1050000,5,No disponible,98642,San Cristróbal de la Laguna,Avilés,2025-12-24,2025-12-26,59,4028,210000,ŽSSK (Eslovaquia),,"{Baño,Comida,""Asientos reclinables"",TV,Calefacción,""Aire acondicionado"",Wifi}",{},,{Guadalajara}
Andrea Valadez Feliciano,9855588,9,Andreafeliciano@viajes.cl,andrea2871,0WgGpGIDG,\+56 9 5440 9615,Diurno,Más vida,Full time,502766,56959,2026-01-28,504000,9,No disponible,98920,Sevilla,El Prat de LLobregat,2026-09-01,2026-09-01,34,362,56000,Plusmar,Cama,"{""Asientos reclinables"",""Aire acondicionado"",Calefacción}",{},,{}
Guillermina Santacruz Vásquez,24126321,5,guillermina7531@viajes.cl,gusavá,612YWYdIwc2u,\+56 9 0640 2148,Diurno,Más vida,Part time,502767,56959,2025-02-16,450000,9,No disponible,3918,El Prat de LLobregat,Las Palmas de Gran Canaria,2026-09-01,2026-09-03,47,3547,50000,Pullman Bus,Cama,"{Comida,Wifi,TV}",{},,{}
María Vera Rico,29322850,7,Maríarico@viajes.cl,maría1006,kgfgRa01Y,\+56 2 5673 6609,Diurno,Más vida,Full time,502768,56654,2025-05-25,3016000,8,No disponible,51293,Tarrasa,Logroño,2026-03-18,2026-03-20,21,3571,377000,HŽ (Croacia),,"{Wifi,Calefacción,Agua,""Aire acondicionado"",""Asientos reclinables"",TV}",{},,"{Fuengirola,Elda,Inca,Coslada}"
Anita Montaño Agosto,4206051,8,anmoag@viajes.cl,Anitaagosto,Fsy8ugXHqA,\+56 9 8432 3425,Nocturno,Consalud,Full time,502773,56182,2025-06-24,2552000,8,No disponible,892,Puertollano,Córdoba,2025-11-02,2025-11-04,40,3124,319000,Qantas,,{},"{Calahorra,Inca,Linares,Elche}",Clase ejecutiva,{}
Elena Ybarra Sotelo,29833711,8,elybso@viajes.cl,elybso,Wy5ji88xY75O,\+56 9 6220 4972,Diurno,Más vida,Full time,502774,56182,2025-09-05,1192000,8,No disponible,62222,Córdoba,Manresa,2025-11-04,2025-11-05,95,2728,149000,Aeroméxico,,{},"{Benalmádena,Inca,""San Cristróbal de la Laguna""}",Clase ejecutiva,{}
Sra. Armando Montenegro Munguía,24018939,9,Sra.munguía@viajes.cl,srarmomu,wyxiUMmxA62M,\+56 9 9383 4253,Nocturno,Colmena,Full time,502775,56182,2025-10-16,3408000,8,No disponible,39330,Manresa,Cádiz,2025-11-05,2025-11-07,19,3708,426000,Delta Air Lines,,{},"{""Las Palmas de Gran Canaria"",Murcia,Viladecans}",Primera clase,{}
Reina Bonilla Negrón,1625918,7,rebone@viajes.cl,rebone,7IvLjWzG,\+56 2 1523 1980,Nocturno,Colmena,Full time,502776,56084,2025-11-20,438000,2,No disponible,90632,Rivas-Vaciamadrid,Motril,2026-06-04,2026-06-06,34,3869,219000,MÁV (Hungría),,"{Baño,Calefacción,Comida,""Asientos reclinables"",Agua,""Aire acondicionado"",Wifi}",{},,"{Tarrasa,Bilbao,""Sanlúcar de Barrameda"",""Sanlúcar de Barrameda"",Fuenlabrada}"
Sta. Mariana Naranjo Tamez,26700750,0,sta.9010@viajes.cl,stmanata,D2AI5VwJo,\+56 2 7065 8169,Nocturno,Colmena,Part time,502777,56547,2025-08-25,300000,10,No disponible,6308,Collado Villalba,Toledo,2025-12-10,2025-12-10,11,1408,30000,SBB (Suiza),,"{Wifi,TV,Calefacción}",{},,{}
Eduardo Parra Bétancourt,2139221,9,eduardo156@viajes.cl,Eduardobétancourt,0ckvctSUd3Mt1to,\+56 9 9947 9984,Nocturno,Banmédica,Part time,502778,56547,2025-02-10,2220000,10,No disponible,58376,Toledo,Santiago de Compostela,2025-12-10,2025-12-12,4,2984,222000,Eurostar,,"{Baño,Agua,Wifi,Calefacción,Comida,TV}",{},,"{""El Puerto de Santa María"",Salamanca}"
Natalia Benítez Rojo,8313960,9,natalia362@viajes.cl,natalia449,X7DDmbAql32Q,\+56 2 0266 7433,Nocturno,Más vida,Part time,502780,57363,2025-01-17,308000,7,No disponible,94383,El Prat de LLobregat,Torrejón de Ardoz,2025-03-14,2025-03-14,33,355,44000,El Rápido Internacional,Normal,"{""Asientos reclinables"",Wifi,Baño}",{},,{}
Raquel Estrada Ocampo,27402126,8,raquel6592@viajes.cl,Raquelocampo,hyZ65lbfofOT,\+56 2 3919 0080,Nocturno,Banmédica,Part time,502787,56389,2025-05-05,565000,5,No disponible,60832,Toledo,El Prat de LLobregat,2025-07-31,2025-07-31,57,889,113000,VRZ (Croacia),,"{Baño,Wifi,Comida}",{},,{}
Sr. Ángela Lovato Crespo,25478735,3,sr.6940@viajes.cl,Sr.crespo,cAaEZeVCZeB9r,\+56 9 7728 7720,Nocturno,Más vida,Part time,502791,56389,2025-04-15,505000,5,No disponible,20337,El Prat de LLobregat,Avilés,2025-08-03,2025-08-04,19,2700,101000,SNCB (Bélgica),,"{Baño,TV,""Asientos reclinables"",Comida,Wifi}",{},,"{Jaén,Sabadell,Elda}"
Marcela Trujillo Alfaro,16572634,0,marcela1071@viajes.cl,matral,mufPl6MFR7Ib0,\+56 2 3106 2570,Nocturno,Consalud,Part time,502796,56667,2025-06-11,868000,7,No disponible,27255,Inca,El Ejido,2026-06-11,2026-06-12,42,2875,124000,Buses Romani,Cama,"{Wifi,Baño,""Aire acondicionado""}",{},,{}
Claudia Alba Maya,6365739,5,Claudiamaya@viajes.cl,claudia406,dJ05zirZLcQ9Z69,\+56 2 2913 9723,Nocturno,Consalud,Part time,502797,57082,2026-03-02,270000,3,No disponible,23243,Jaén,Pozuelo de Alarcón,2026-06-23,2026-06-24,70,2474,90000,Japan Airlines,,{},"{Huelva,Mataró,""Talavera de la Reina""}",Clase ejecutiva,{}
Clara Lucio Saldivar,20062640,0,cllusa@viajes.cl,Clarasaldivar,CHKdD5afh8,\+56 9 7612 0174,Diurno,Banmédica,Part time,502802,57082,2025-04-08,447000,3,No disponible,98690,Pozuelo de Alarcón,León,2026-06-28,2026-06-29,29,2743,149000,Emirates,,{},{},Primera clase,{}
Javier Arevalo Velasco,3476031,4,javier120@viajes.cl,javier4424,2jVhf87Ml,\+56 2 8138 9996,Nocturno,Consalud,Part time,502803,57082,2026-01-01,582000,3,No disponible,92198,León,Torremolinos,2026-06-29,2026-06-30,25,2812,194000,Southwest Airlines,,{},"{""Alcalá de Henares""}",Primera clase,{}
Lorena Aguirre Vigil,13831098,1,loagvi@viajes.cl,lorena4243,yE1ItYUxl,\+56 9 0756 8733,Diurno,Consalud,Part time,502805,57160,2025-08-12,840000,5,No disponible,53746,San Sebastían de los Reyes,Oviedo,2026-01-12,2026-01-14,57,4244,168000,Air Canada,,{},"{Reus,Pontevedra,Lugo,Motril,Sevilla}",Primera clase,{}
Andrés Serrato Zavala,7753392,3,andrés8085@viajes.cl,andrés6629,0bBgKrQW,\+56 9 0187 1450,Diurno,Banmédica,Full time,502809,57160,2025-07-31,465000,5,No disponible,33017,Oviedo,Benidorm,2026-01-17,2026-01-17,56,1218,93000,Spirit Airlines,,{},{},Clase económica,{}
Sra. Julio Hidalgo Pérez,4329151,3,srjuhipé@viajes.cl,Sra.pérez,kjNmOIP1YuL0u,\+56 2 8706 9489,Nocturno,Consalud,Part time,502823,57349,2025-01-15,3501000,9,No disponible,27697,Toledo,Reus,2025-06-15,2025-06-17,74,3614,389000,JetBlue,,{},"{Toledo,Leganés}",Primera clase,{}
Jorge Luis Nieves Gracia,19597655,4,jolunigr@viajes.cl,jolunigr,nFFfv800Km,\+56 9 1081 5971,Diurno,Más vida,Part time,502824,57349,2025-04-26,900000,9,No disponible,64600,Reus,Mijas,2025-06-17,2025-06-19,100,3287,100000,Copa Airlines,,{},"{Cuenta,Parla,""San Sebastían de los Reyes""}",Primera clase,{}
Rocio Guevara Ayala,24552392,0,roguay@viajes.cl,roguay,qvuKcV96fmkk1X,\+56 2 6730 0733,Diurno,Colmena,Part time,502830,57349,2025-05-05,1188000,9,No disponible,7464,Mijas,Marbella,2025-06-24,2025-06-24,44,876,132000,Japan Airlines,,{},{Guadalajara},Clase económica,{}
Mónica Madera Romo,12976201,2,mónica803@viajes.cl,mómaro,QtILZ6aa7gFSjsx,\+56 2 0007 7687,Diurno,Banmédica,Full time,502831,56002,2026-09-30,156000,3,No disponible,8063,Santa Lucía de Tirajana,Valencia,2026-11-17,2026-11-17,20,901,52000,Avianca,,{},{},Clase económica,{}
Claudia Jaime Anguiano,15197859,2,cljaan@viajes.cl,claudia896,TgKueRrKxcaJ79Y,\+56 2 0245 3743,Nocturno,Consalud,Part time,502832,56002,2026-02-05,1068000,3,No disponible,84918,Valencia,San Cristróbal de la Laguna,2026-11-17,2026-11-19,59,3251,356000,LATAM Airlines,,{},{Toledo},Clase ejecutiva,{}
Federico Muñiz Apodaca,968691,6,femuap@viajes.cl,Federicoapodaca,yYKI51D9DZ1ZDd,\+56 9 0629 3514,Nocturno,Consalud,Full time,502839,56002,2026-04-27,564000,3,No disponible,18045,San Cristróbal de la Laguna,La Línea de la Concepción,2026-11-25,2026-11-26,38,1516,188000,EasyJet,,{},{},Clase ejecutiva,{}
Gabriel Vélez Galván,26852108,9,Gabrielgalván@viajes.cl,gavéga,Fp2kDf2XJfd3RGw,\+56 2 3111 8211,Nocturno,Fonasa,Full time,502846,56845,2025-08-17,1278000,9,No disponible,56205,Santiago de Compostela,Oviedo,2026-10-01,2026-10-01,19,263,142000,Qantas,,{},{},Clase económica,{}
Lucia Villareal Loera,12929525,2,Lucialoera@viajes.cl,Lucialoera,06RPxVIKp,\+56 9 2197 8183,Nocturno,Fonasa,Part time,502851,57377,2025-06-25,180000,5,No disponible,97543,Valencia,Telde,2026-02-13,2026-02-13,30,386,36000,Futura,Semi-cama,"{Calefacción,Agua,""Asientos reclinables""}",{},,{}
Antonio Padilla Gaitán,28698335,9,Antoniogaitán@viajes.cl,Antoniogaitán,UZztCeQ3QTgh0,\+56 9 3154 5297,Diurno,Fonasa,Full time,502852,57377,2025-07-13,845000,5,No disponible,58369,Telde,Linares,2026-02-13,2026-02-14,44,2195,169000,Andesmar,Cama,"{Calefacción,Comida,Baño}",{},,{}
Claudia Jaime Anguiano,15197859,2,cljaan@viajes.cl,claudia896,TgKueRrKxcaJ79Y,\+56 2 0245 3743,Nocturno,Consalud,Part time,502854,56206,2025-02-12,339000,3,No disponible,55195,Hospitalet de LLobregat,Coslada,2025-03-12,2025-03-12,30,1069,113000,Plusmar,Cama,"{""Aire acondicionado"",Wifi,Agua}",{},,{}
Conchita Hernandes Luna,15370325,6,Conchitaluna@viajes.cl,conchita5734,1eysYfok,\+56 9 7092 5853,Diurno,Banmédica,Full time,502855,56206,2025-01-24,273000,3,No disponible,14238,Coslada,Dos Hermanas,2025-03-12,2025-03-12,37,531,91000,Turbus,Semi-cama,"{""Asientos reclinables"",Calefacción,Comida}",{},,{}
Marilu Delvalle Acuña,24757012,8,madeac@viajes.cl,marilu5716,MOpFLdST3,\+56 9 3833 3205,Nocturno,Colmena,Full time,502862,56001,2025-12-21,1040000,8,No disponible,43162,Baracaldo,Viladecans,2026-09-08,2026-09-08,97,276,130000,Ethiopian Airlines,,{},{},Clase económica,{}
Juana Rodrígez Delafuente,1510423,6,Juanadelafuente@viajes.cl,juana1982,PMGcNaU5OVoK0y,\+56 9 6614 6530,Nocturno,Más vida,Full time,502868,56001,2025-08-12,2792000,8,No disponible,10625,Viladecans,Telde,2026-09-13,2026-09-15,3,4007,349000,Air France,,{},"{""Talavera de la Reina"",Majadahonda}",Primera clase,{}
Sr. Yolanda Pedroza Ibarra,9469424,8,sr.4232@viajes.cl,sryopeib,0a3TdzeRIh,\+56 9 6947 3863,Nocturno,Banmédica,Full time,502869,57150,2025-02-03,861000,7,No disponible,55675,Valencia,Oviedo,2026-02-25,2026-02-27,66,2889,123000,Air New Zealand,,{},"{Lorca,Getafe}",Primera clase,{}
Caridad Pelayo Arredondo,26117832,0,capear@viajes.cl,capear,4JMM8tlEQ,\+56 2 0077 1007,Nocturno,Banmédica,Part time,502873,57150,2025-07-15,938000,7,No disponible,48467,Oviedo,Barcelona,2026-03-02,2026-03-04,100,3315,134000,Aeroméxico,,{},"{""El Prat de LLobregat"",""Ciudad Real"",Torrelavega,Zamora}",Clase ejecutiva,{}
Gilberto Orozco Acuña,29519285,2,Gilbertoacuña@viajes.cl,Gilbertoacuña,L7M7dkXp9,\+56 9 6677 5121,Diurno,Más vida,Full time,502881,57167,2025-01-22,308000,2,No disponible,93074,Cuenta,Ciudad Real,2025-06-15,2025-06-17,48,3301,154000,Pullman Bus,Cama,"{""Aire acondicionado"",Agua,TV}",{},,{}
Esteban Candelaria Montenegro,15325912,7,esteban9064@viajes.cl,escamo,4wnWOplrDtLib,\+56 9 2249 6798,Nocturno,Banmédica,Part time,502882,57452,2025-02-10,2268000,9,No disponible,681,Alcorcón,Ponferrada,2025-06-09,2025-06-10,88,2394,252000,ŽFBH (Bosnia y Herzegovina),,"{Baño,""Asientos reclinables"",Comida,Agua,TV}",{},,"{Valladolid,""La Coruña""}"
Alfonso Ruelas Olivo,25287392,9,alfonso5690@viajes.cl,alfonso3791,cEbAmwROzTn3,\+56 9 6423 8368,Diurno,Más vida,Full time,502890,57452,2025-02-07,3420000,9,No disponible,99147,Ponferrada,Calahorra,2025-06-17,2025-06-19,84,3331,380000,Nederlandse Sp,,"{""Asientos reclinables"",Calefacción,Agua,Comida,""Aire acondicionado"",TV}",{},,"{Granada,""Alcalá de Henares"",""Ciudad Real"",Algeciras,Elda}"
Patricia Mateo Chapa,20942213,1,patricia6045@viajes.cl,Patriciachapa,dFPyd246miVGc,\+56 9 5372 7828,Diurno,Consalud,Part time,502897,56064,2025-04-22,1690000,10,No disponible,50354,Vitoria,Badajoz,2025-08-26,2025-08-27,44,2151,169000,Buses Ahumada,Cama,"{""Aire acondicionado"",Comida,Calefacción}",{},,{}
Cristobal Ayala Nájera,7263248,6,Cristobalnájera@viajes.cl,crayná,urJKIk7Y1Y8Bo,\+56 9 7229 9063,Diurno,Más vida,Part time,502905,56064,2025-07-15,1600000,10,No disponible,61585,Badajoz,Alcalá de Henares,2025-09-03,2025-09-04,33,2368,160000,Crucero del Norte,Cama,"{""Asientos reclinables"",Agua,Wifi}",{},,{}
Andrés Urías Águilar,22807405,5,anurág@viajes.cl,anurág,N9luQ6vuhn1UP,\+56 9 0150 0185,Nocturno,Fonasa,Part time,502906,56064,2025-07-27,1720000,10,No disponible,80510,Alcalá de Henares,El Ejido,2025-09-04,2025-09-05,35,2611,172000,Via Bariloche,Cama,"{""Asientos reclinables"",Wifi,TV}",{},,{}
Sra. Samuel Hernández Matías,28137258,0,srsahema@viajes.cl,sra.2134,j5JkpNlMdY60rO,\+56 2 6550 0478,Diurno,Consalud,Full time,502907,56286,2025-03-28,765000,9,No disponible,22651,Toledo,Gandía,2025-09-17,2025-09-17,96,1118,85000,SBB (Suiza),,"{Baño,Comida,Agua}",{},,"{""Cornellá de Llobregat"",""El Puerto de Santa María"",""Cerdañola del Vallés"",Gijón,""San Cristróbal de la Laguna""}"
Graciela Tórrez Sáenz,13790607,4,grtósá@viajes.cl,grtósá,fcsGFI3S9P6qJE,\+56 9 4160 7554,Nocturno,Colmena,Full time,502910,56286,2025-05-21,1782000,9,No disponible,44719,Gandía,Lérida,2025-09-19,2025-09-21,44,3679,198000,Deutsche Bahn (DB),,"{Agua,Baño,TV,""Asientos reclinables"",Calefacción,Wifi,Comida}",{},,{Rubí}
Sergio Balderas Téllez,29310774,2,Sergiotéllez@viajes.cl,sergio3246,co10N1eWlf,\+56 2 4706 5135,Nocturno,Fonasa,Part time,502911,56286,2025-01-26,216000,9,No disponible,38135,Lérida,Alcobendas,2025-09-21,2025-09-21,84,240,24000,Eurostar,,{},{},,"{Alcobendas,""Talavera de la Reina"",Algeciras,Barcelona}"
Gerardo Atencio Badillo,12791070,7,geatba@viajes.cl,Gerardobadillo,Hacb3DPFlGSPn0t,\+56 9 5704 7056,Nocturno,Colmena,Full time,502913,55949,2025-07-10,288000,3,No disponible,13444,Alicante,Mataró,2025-11-16,2025-11-17,100,2317,96000,ŽSSK (Eslovaquia),,"{Baño,Comida,""Aire acondicionado"",Wifi,Calefacción}",{},,{Badalona}
Rebeca Barrientos Zapata,10294136,5,Rebecazapata@viajes.cl,rebaza,yAMaCt8Mvwg2bVpI,\+56 2 0015 5210,Diurno,Fonasa,Full time,502914,55953,2026-02-06,686000,7,No disponible,75402,Alcalá de Henares,Viladecans,2026-03-09,2026-03-11,32,3872,98000,ETN Turistar,Cama,"{Wifi,Comida,""Aire acondicionado""}",{},,{}
Francisco Alcala Valentín,15931497,9,Franciscovalentín@viajes.cl,Franciscovalentín,2dChTJZC,\+56 2 7895 8240,Diurno,Banmédica,Part time,502918,55953,2025-01-24,1372000,7,No disponible,25921,Viladecans,Fuengirola,2026-03-14,2026-03-15,38,2042,196000,Buses Romani,Cama,"{Comida,Baño,Calefacción}",{},,{}
Gabriela Gastélum Sosa,6438593,3,Gabrielasosa@viajes.cl,gabriela5210,aBsHBC45,\+56 2 6846 9851,Nocturno,Más vida,Full time,502923,57289,2025-04-26,252000,6,No disponible,54290,Ferrol,Getafe,2025-07-24,2025-07-24,67,1337,42000,PKP (Polonia),,"{Comida,""Aire acondicionado"",TV}",{},,"{""Ciudad Real"",Gecho,Mérida,Barcelona}"
Berta Sisneros Araña,1075271,0,Bertaaraña@viajes.cl,besiar,8XKxf1DJ4y,\+56 9 1962 5763,Diurno,Más vida,Part time,502925,56225,2025-02-20,640000,10,No disponible,77120,Alcorcón,Pozuelo de Alarcón,2025-08-09,2025-08-10,4,1764,64000,Delta Air Lines,,{},"{""Santa Coloma de Gramanet"",Lérida}",Clase ejecutiva,{}
Sofia Zepeda Rentería,20985588,7,sozere@viajes.cl,sozere,4u88yVDGX0,\+56 2 5444 8283,Diurno,Colmena,Full time,502926,56225,2025-02-13,820000,10,No disponible,40365,Pozuelo de Alarcón,Jaén,2025-08-10,2025-08-10,28,999,82000,Wizz Air,,{},{},Clase económica,{}
Mario Alva Solorio,504314,0,Mariosolorio@viajes.cl,Mariosolorio,POeH4tRm9RBdeij,\+56 9 1810 9312,Diurno,Más vida,Part time,502927,56619,2025-11-30,219000,3,No disponible,97262,Gandía,El Puerto de Santa María,2026-05-22,2026-05-22,75,829,73000,JetBlue,,{},{},Clase económica,{}
Guadalupe Tello Jaimes,20240184,8,guteja@viajes.cl,guteja,QS79kvpxNaL,\+56 2 0413 1803,Nocturno,Colmena,Full time,502928,56109,2026-02-28,1274000,7,No disponible,83485,Reus,Ciudad Real,2026-03-12,2026-03-13,54,2787,182000,TGV (SNCF),,"{""Aire acondicionado"",Wifi,Comida,Calefacción,Agua}",{},,{}
Guadalupe Tello Jaimes,20240184,8,guteja@viajes.cl,guteja,QS79kvpxNaL,\+56 2 0413 1803,Nocturno,Colmena,Full time,502933,56109,2025-10-22,1386000,7,No disponible,17189,Ciudad Real,Badajoz,2026-03-17,2026-03-17,43,343,198000,Thalys,,{},{},,"{Oviedo,Pamplona}"
Hugo Orosco Canales,1654763,8,huorca@viajes.cl,huorca,Lu2a2Dbu4,\+56 9 1004 6227,Diurno,Banmédica,Part time,502934,56725,2025-06-29,1680000,10,No disponible,68213,Benidorm,Zamora,2025-09-11,2025-09-13,50,3075,168000,Buses Ahumada,Cama,"{Agua,Wifi,Calefacción}",{},,{}
Caridad Murillo Gaytán,11787038,3,camuga@viajes.cl,camuga,tWqwfKSd1,\+56 9 2388 0125,Nocturno,Colmena,Part time,502935,56725,2025-06-22,140000,10,No disponible,83389,Zamora,Bilbao,2025-09-13,2025-09-13,35,207,14000,Buses Romani,Normal,"{""Aire acondicionado"",Comida,""Asientos reclinables""}",{},,{}
Octavio Leiva Quintanilla,24276712,8,oclequ@viajes.cl,oclequ,Nx7ZJfZ3wBR9Idvo,\+56 9 2347 4753,Nocturno,Consalud,Full time,502941,56725,2025-06-08,920000,10,No disponible,69217,Bilbao,Marbella,2025-09-18,2025-09-19,36,2683,92000,Buses Bio Bio,Cama,"{TV,""Aire acondicionado"",Baño}",{},,{}
Andrés Serrato Zavala,7753392,3,andrés8085@viajes.cl,andrés6629,0bBgKrQW,\+56 9 0187 1450,Diurno,Banmédica,Full time,502947,56582,2025-01-03,186000,3,No disponible,60725,Majadahonda,Cáceres,2025-04-30,2025-04-30,50,532,62000,Plusmar,Cama,"{TV,Wifi,Baño}",{},,{}
Sta. Agustín Montalvo Collazo,2564635,5,stagmoco@viajes.cl,Sta.collazo,XpKvSiGkm13JG,\+56 9 0261 7946,Diurno,Colmena,Part time,502952,57194,2025-09-12,34000,1,No disponible,30111,Santa Lucía de Tirajana,Rubí,2025-11-29,2025-11-29,83,1117,34000,SNCB (Bélgica),,"{Wifi,TV,Baño}",{},,{}
Sta. Jorge Zarate Romero,13507319,9,Sta.romero@viajes.cl,stjozaro,ZS23Zsgaq0tzDG7,\+56 2 6258 9201,Diurno,Consalud,Full time,502956,57194,2025-09-01,134000,1,No disponible,51144,Rubí,Málaga,2025-12-02,2025-12-03,96,1551,134000,ZFBH (Bosnia y Herzegovina),,"{Baño,""Asientos reclinables"",Calefacción,Agua}",{},,"{Almería,Madrid}"
Armando Ulibarri Razo,22974735,5,arulra@viajes.cl,arulra,V9gWpSaNTv0gikD,\+56 9 7832 8748,Nocturno,Consalud,Full time,502957,57350,2025-04-26,625000,5,No disponible,2777,Chiclana de la Frontera,Granada,2025-06-25,2025-06-26,34,2518,125000,Buses Romani,Cama,"{Baño,Wifi,""Asientos reclinables""}",{},,{}
María Teresa Mota Franco,25742243,7,matemofr@viajes.cl,maría9159,6ugYAUK2sRtBWD,\+56 9 9193 2239,Diurno,Consalud,Part time,502958,56142,2025-11-04,402000,6,No disponible,49285,Logroño,El Puerto de Santa María,2025-12-08,2025-12-08,40,433,67000,EME Bus,Cama,"{Baño,Agua,Calefacción}",{},,{}
Sra. Jorge Miranda Maya,2899076,6,sra.4724@viajes.cl,sra.1738,zKFP6xiKD,\+56 9 3005 8592,Nocturno,Más vida,Part time,502961,57319,2025-04-23,1728000,8,No disponible,11642,Pontevedra,Cádiz,2026-02-21,2026-02-22,80,2585,216000,Deutsche Bahn (DB),,"{Baño,Comida,Agua,Calefacción,Wifi}",{},,{}
Olivia Araña Aguirre,5391670,8,olivia7427@viajes.cl,olarag,XdpZQe2hnks6hc1,\+56 9 9724 2486,Nocturno,Más vida,Full time,502962,57319,2025-02-12,2328000,8,No disponible,40579,Cádiz,Santa Lucía de Tirajana,2026-02-22,2026-02-23,1,2469,291000,Thalys,,"{Calefacción,Agua,Baño,""Aire acondicionado"",Wifi}",{},,"{Rubí,Reus}"
